Supplier_ID,Year,Financial_Stability_Score,Delivery_Performance_Score,Quality_Compliance_Score,Regulatory_Adherence_Score,Sustainability_Score,Past_Risk_Level,ERP_Transactions,Incidents_Count,MCDM_Score,Risk_Category,Risk_Score_Equal,Risk_Score_Priority,Risk_Class_Equal,Risk_Class_Priority
52,2022,0.43,0.66,0.79,0.93,0.99,0.39,121,10,0.69,Medium,0.41522198353025414,0.5006601503759398,Medium Risk,Medium Risk
68,2024,0.72,0.52,0.75,0.9,0.84,0.5,65,10,0.72,High,0.45784103114930186,0.4887744360902256,Medium Risk,Medium Risk
42,2021,0.64,0.6,0.87,0.73,0.88,0.59,161,17,0.71,High,0.5388739706408879,0.533987969924812,Medium Risk,Medium Risk
23,2025,0.78,0.99,0.51,0.74,0.38,0.26,426,3,0.73,High,0.4663659147869674,0.4069751879699248,Medium Risk,Medium Risk
51,2022,0.84,0.77,0.99,0.75,0.78,0.06,373,8,0.83,High,0.29317758682420336,0.27749097744360907,Low Risk,Low Risk
93,2023,0.5,0.47,0.85,0.86,0.56,0.95,427,5,0.62,Medium,0.5841926244181883,0.6358157894736842,Medium Risk,Medium Risk
63,2023,0.94,0.59,0.63,0.81,0.88,0.1,97,18,0.76,High,0.45754923021840316,0.4244368421052632,Medium Risk,Medium Risk
52,2023,0.8,0.63,0.7,0.91,0.97,0.13,144,16,0.77,High,0.3917633369137129,0.40456766917293235,Medium Risk,Medium Risk
41,2021,0.56,0.62,0.53,0.87,0.61,0.19,117,17,0.62,Medium,0.5955406373075547,0.6206736842105263,Medium Risk,Medium Risk
26,2023,0.51,0.78,0.64,0.69,0.81,0.04,330,14,0.66,Medium,0.5157053347654851,0.5291413533834587,Medium Risk,Medium Risk
55,2021,0.3,0.53,0.67,1.0,0.67,0.2,494,9,0.57,Medium,0.5126351593268887,0.6395255639097744,Medium Risk,Medium Risk
31,2024,0.39,0.82,0.56,0.69,0.55,0.76,254,15,0.59,Medium,0.7169656283566059,0.7003473684210526,High Risk,High Risk
11,2023,0.59,0.96,0.69,0.87,0.48,0.13,368,1,0.73,High,0.36040995345506627,0.3787203007518798,Medium Risk,Medium Risk
10,2024,0.99,0.96,0.95,0.89,0.56,0.11,260,14,0.92,High,0.2759094163981382,0.2066842105263158,Low Risk,Low Risk
12,2025,0.81,0.92,0.6,0.64,0.93,0.35,276,9,0.78,High,0.43263515932688856,0.37065413533834585,Medium Risk,Medium Risk
59,2023,0.83,0.65,0.5,0.73,0.67,0.32,305,4,0.69,Medium,0.5004493376297887,0.47698120300751873,Medium Risk,Medium Risk
62,2024,0.33,0.4,0.66,0.86,0.81,0.45,448,4,0.54,Medium,0.5598711063372718,0.6807383458646616,Medium Risk,High Risk
3,2025,0.77,0.42,0.7,0.92,0.86,0.72,427,19,0.7,Medium,0.5736054421768707,0.5797142857142857,Medium Risk,Medium Risk
36,2021,1.0,0.46,0.59,0.65,0.53,0.21,175,11,0.68,Medium,0.5793394199785177,0.5183518796992481,Medium Risk,Medium Risk
48,2024,0.52,0.76,0.8,0.79,0.87,0.06,171,13,0.71,High,0.4200912996777658,0.45799248120300745,Medium Risk,Medium Risk
75,2025,0.71,0.71,0.87,0.8,0.6,0.4,402,1,0.74,High,0.3830970282849982,0.3952774436090226,Medium Risk,Medium Risk
45,2021,0.32,0.83,0.91,0.92,0.39,0.9,347,12,0.66,Medium,0.5768242033655566,0.6102007518796991,Medium Risk,Medium Risk
12,2025,0.98,0.82,0.54,0.68,0.84,0.84,404,7,0.79,High,0.49793770139634796,0.40029924812030077,Medium Risk,Medium Risk
54,2022,0.45,0.41,0.74,0.81,0.47,0.12,306,11,0.55,Medium,0.6028768349445041,0.6774233082706766,Medium Risk,High Risk
22,2023,0.54,0.65,0.75,0.79,0.49,0.03,195,2,0.64,Medium,0.44704439670605073,0.5005977443609022,Medium Risk,Medium Risk
87,2023,0.91,0.85,0.93,0.8,0.39,0.7,121,8,0.83,High,0.4301503759398496,0.35337669172932334,Medium Risk,Medium Risk
37,2025,0.88,0.48,0.95,0.95,0.63,0.74,118,13,0.78,High,0.4594110275689223,0.45184962406015045,Medium Risk,Medium Risk
42,2022,0.58,0.57,0.58,0.73,0.73,0.58,353,11,0.62,Medium,0.6251897601145722,0.6340233082706768,Medium Risk,Medium Risk
45,2023,0.32,0.41,0.94,0.62,0.81,0.87,467,11,0.56,Medium,0.6778768349445041,0.7351375939849623,High Risk,High Risk
53,2023,0.88,0.69,0.88,0.93,0.54,0.89,206,5,0.81,High,0.4161994271392767,0.38758721804511287,Medium Risk,Medium Risk
59,2021,1.0,0.91,0.68,0.6,0.74,0.7,397,5,0.83,High,0.4463694951664876,0.33187293233082704,Medium Risk,Medium Risk
41,2024,0.9,0.67,0.53,0.79,0.78,0.61,148,17,0.74,High,0.56812567132116,0.5033165413533834,Medium Risk,Medium Risk
30,2022,0.42,0.54,0.79,0.77,0.66,0.17,420,11,0.6,Medium,0.5464142499104905,0.6136375939849623,Medium Risk,Medium Risk
49,2024,0.77,0.82,0.65,0.79,0.97,0.77,329,18,0.78,High,0.5162567132116004,0.4611654135338346,Medium Risk,Medium Risk
83,2024,0.42,0.44,0.79,0.74,0.49,0.81,374,9,0.55,Medium,0.6920229144289295,0.7348255639097746,High Risk,High Risk
45,2025,0.68,0.67,0.6,0.6,0.47,0.51,87,0,0.63,Medium,0.5820408163265306,0.5572142857142858,Medium Risk,Medium Risk
68,2023,1.0,0.86,0.88,0.98,0.92,0.32,412,15,0.93,High,0.24958467597565342,0.20771879699248125,Low Risk,Low Risk
41,2023,0.56,0.68,0.82,0.96,0.59,0.78,217,18,0.7,Medium,0.5621410669530971,0.5736796992481203,Medium Risk,Medium Risk
5,2025,0.52,0.48,0.6,0.84,0.34,0.86,77,13,0.56,Medium,0.7484926602219836,0.7612781954887219,High Risk,High Risk
3,2024,0.32,0.78,0.71,0.71,0.44,0.65,330,9,0.58,Medium,0.6523970640887935,0.673054135338346,Medium Risk,High Risk
61,2024,0.78,0.74,0.93,0.65,0.85,0.67,393,16,0.79,High,0.49843000358037953,0.4388390977443609,Medium Risk,Medium Risk
55,2025,0.96,0.48,0.82,0.75,0.97,0.33,264,12,0.78,High,0.41617794486215537,0.3951007518796993,Medium Risk,Medium Risk
95,2021,0.67,0.78,0.98,0.64,0.52,0.61,164,5,0.74,High,0.47670963122090937,0.44423007518796986,Medium Risk,Medium Risk
55,2021,0.32,0.43,0.53,0.96,0.8,0.68,327,0,0.53,Medium,0.5610204081632653,0.6914142857142858,Medium Risk,High Risk
47,2025,0.3,0.55,0.96,0.97,0.8,0.77,376,7,0.64,Medium,0.4755907626208378,0.5891706766917294,Medium Risk,Medium Risk
78,2022,0.43,0.89,0.57,0.79,0.96,0.19,293,1,0.68,Medium,0.3831990691013247,0.442706015037594,Medium Risk,Medium Risk
68,2025,0.4,0.41,0.93,0.82,0.73,0.93,295,5,0.6,Medium,0.5727640529896169,0.6538729323308271,Medium Risk,Medium Risk
29,2021,0.72,0.95,0.64,0.67,0.76,0.71,219,6,0.76,High,0.4852828499820981,0.4253932330827068,Medium Risk,Medium Risk
69,2024,0.48,0.97,0.96,0.78,0.89,0.45,111,4,0.78,High,0.3200751879699248,0.34880977443609024,Low Risk,Medium Risk
6,2022,0.64,0.82,0.76,0.76,0.74,0.97,192,2,0.74,High,0.47728249194414607,0.46064060150375935,Medium Risk,Medium Risk
49,2023,0.85,0.72,0.66,0.65,0.92,0.47,125,0,0.76,High,0.40289115646258505,0.37382857142857145,Medium Risk,Medium Risk
24,2024,0.77,0.88,0.83,0.76,0.66,0.8,479,11,0.8,High,0.4761761546723953,0.4142375939849624,Medium Risk,Medium Risk
93,2024,0.98,0.98,0.68,0.63,0.42,0.99,64,9,0.81,High,0.5598800572860724,0.4094255639097744,Medium Risk,Medium Risk
63,2024,0.84,0.9,0.59,0.96,0.76,0.88,412,10,0.82,High,0.4377730039384175,0.38966015037593993,Medium Risk,Medium Risk
7,2025,0.94,0.94,0.72,0.71,0.58,0.39,437,1,0.83,High,0.35904940923737927,0.28520601503759413,Medium Risk,Low Risk
67,2022,0.35,0.81,0.59,0.74,0.34,0.27,132,2,0.57,Medium,0.5761940565699964,0.6170548872180452,Medium Risk,Medium Risk
73,2024,0.46,0.68,0.74,0.95,0.83,0.51,224,2,0.68,Medium,0.40112602935911207,0.48612631578947363,Medium Risk,Medium Risk
83,2024,0.31,0.64,0.95,0.9,0.68,0.53,58,16,0.65,Medium,0.5378517722878626,0.612639097744361,Medium Risk,Medium Risk
65,2023,0.3,0.7,0.88,0.93,0.92,0.49,455,14,0.67,Medium,0.4651611170784103,0.5554556390977443,Medium Risk,Medium Risk
56,2021,0.41,0.62,0.66,0.77,0.7,0.9,121,5,0.6,Medium,0.6175599713569639,0.6584300751879698,Medium Risk,Medium Risk
12,2022,0.37,0.41,0.58,1.0,0.43,0.5,420,17,0.52,Medium,0.7046222699606158,0.7877451127819548,High Risk,High Risk
52,2024,0.72,0.57,0.93,0.71,0.78,0.67,327,0,0.73,High,0.4237074829931973,0.43627142857142864,Medium Risk,Medium Risk
38,2025,0.5,0.89,0.9,0.78,0.72,0.6,300,12,0.74,High,0.4684568564267812,0.46851503759398494,Medium Risk,Medium Risk
96,2025,0.68,0.73,0.75,0.72,0.95,0.59,299,11,0.74,High,0.4782169709989259,0.4636804511278195,Medium Risk,Medium Risk
21,2023,0.84,0.98,0.75,0.64,0.61,0.48,421,15,0.8,High,0.49836018617973504,0.3939473684210527,Medium Risk,Medium Risk
10,2025,0.64,0.98,0.5,0.96,0.95,0.96,215,14,0.78,High,0.487984246330111,0.4613984962406016,Medium Risk,Medium Risk
87,2022,0.87,0.97,0.57,0.8,0.45,0.06,80,9,0.78,High,0.41644468313641253,0.35223984962406013,Medium Risk,Medium Risk
19,2024,0.4,0.64,0.95,1.0,0.99,0.88,450,17,0.72,High,0.47802363050483354,0.5494736842105263,Medium Risk,Medium Risk
28,2023,0.52,0.45,0.61,0.68,0.6,0.66,445,1,0.55,Medium,0.638063014679556,0.6771631578947368,Medium Risk,High Risk
28,2022,0.3,0.63,0.53,0.97,0.59,0.46,282,9,0.56,Medium,0.5930093089867526,0.6854969924812031,Medium Risk,High Risk
86,2021,0.75,0.85,0.95,0.95,0.77,0.21,150,1,0.85,High,0.20333512352309344,0.23433458646616542,Low Risk,Low Risk
60,2022,0.76,0.66,0.94,0.94,0.67,0.69,214,15,0.79,High,0.4472037235947011,0.4389759398496241,Medium Risk,Medium Risk
89,2024,0.52,0.85,0.61,0.76,0.91,0.72,170,16,0.7,Medium,0.57234156820623,0.5573962406015037,Medium Risk,Medium Risk
24,2022,0.5,0.51,0.87,0.7,0.62,0.39,120,13,0.62,Medium,0.594002864303616,0.6252924812030075,Medium Risk,Medium Risk
28,2022,0.36,0.45,0.8,0.84,0.59,0.43,179,18,0.57,Medium,0.6562907268170426,0.7255225563909774,Medium Risk,High Risk
76,2021,0.4,0.46,0.56,0.64,0.73,0.2,383,9,0.52,Medium,0.6566487647690655,0.7166255639097744,Medium Risk,High Risk
67,2024,0.57,0.84,0.71,0.89,0.38,0.81,208,19,0.69,Medium,0.633095238095238,0.5976857142857144,Medium Risk,Medium Risk
26,2023,0.86,0.88,0.56,0.76,0.42,0.25,108,11,0.75,High,0.5053598281417829,0.4324375939849624,Medium Risk,Medium Risk
64,2025,0.54,0.47,0.64,0.91,0.55,0.81,165,12,0.6,Medium,0.652844611528822,0.6894007518796992,Medium Risk,High Risk
29,2023,0.62,0.41,0.56,0.67,0.38,0.34,65,16,0.54,Medium,0.757001432151808,0.7491105263157896,High Risk,High Risk
32,2022,0.8,0.66,0.7,0.65,0.65,0.13,142,18,0.71,High,0.5578213390619405,0.5068796992481203,Medium Risk,Medium Risk
44,2024,0.4,0.73,0.88,0.71,0.45,0.52,83,15,0.63,Medium,0.6239044038668098,0.6325045112781955,Medium Risk,Medium Risk
45,2023,0.33,0.77,0.65,0.63,0.83,0.31,289,2,0.6,Medium,0.5176566416040099,0.5721691729323309,Medium Risk,Medium Risk
39,2025,0.74,0.58,0.98,0.88,0.4,0.42,337,12,0.74,High,0.4743071965628357,0.47592932330827065,Medium Risk,Medium Risk
61,2021,0.71,0.44,0.83,0.6,0.85,0.67,497,12,0.66,Medium,0.6004976727533119,0.5857864661654135,Medium Risk,Medium Risk
30,2025,0.33,0.74,0.93,0.7,0.91,0.02,451,4,0.67,Medium,0.3770819906910132,0.4648240601503759,Medium Risk,Medium Risk
19,2022,0.76,0.66,0.52,0.97,0.63,0.03,314,11,0.71,High,0.44029180093089865,0.461409022556391,Medium Risk,Medium Risk
78,2025,0.35,0.74,0.81,0.8,0.87,0.86,423,13,0.66,Medium,0.5674042248478338,0.605963909774436,Medium Risk,Medium Risk
75,2025,0.59,0.74,0.82,0.74,0.94,0.13,224,17,0.73,High,0.448499820981024,0.45984511278195495,Medium Risk,Medium Risk
5,2023,0.69,0.49,0.9,0.97,0.42,0.82,158,9,0.7,Medium,0.5271589688506981,0.5505827067669173,Medium Risk,Medium Risk
89,2021,0.94,0.73,0.68,0.6,0.34,0.43,309,3,0.72,High,0.5294951664876477,0.4433466165413534,Medium Risk,Medium Risk
94,2022,0.42,0.91,0.65,0.84,0.65,0.05,210,11,0.67,Medium,0.45821697099892583,0.49610902255639094,Medium Risk,Medium Risk
57,2022,0.94,0.87,0.88,0.84,0.74,0.64,185,11,0.88,High,0.36182241317579666,0.29459473684210535,Medium Risk,Low Risk
41,2022,0.6,0.52,0.51,0.92,0.31,0.83,386,11,0.58,Medium,0.7065843179377013,0.7150090225563909,High Risk,High Risk
13,2023,0.38,0.92,0.92,0.86,0.65,0.72,299,13,0.72,High,0.4904654493376297,0.511363909774436,Medium Risk,Medium Risk
6,2021,0.39,0.99,0.7,0.69,0.42,0.67,433,17,0.65,Medium,0.6652005012531328,0.6264022556390978,High Risk,Medium Risk
52,2025,0.78,0.62,0.88,0.99,0.38,0.31,392,7,0.75,High,0.3966791979949874,0.4163278195488722,Medium Risk,Medium Risk
45,2023,0.85,0.96,0.62,0.83,0.49,0.82,329,1,0.79,High,0.43816505549588264,0.37206315789473693,Medium Risk,Medium Risk
7,2025,0.91,0.42,0.78,0.69,0.54,0.78,64,8,0.69,Medium,0.5954905119942714,0.5493052631578947,Medium Risk,Medium Risk
53,2021,0.84,0.88,0.77,0.67,0.6,0.55,117,14,0.79,High,0.5102631578947369,0.42105563909774435,Medium Risk,Medium Risk
65,2025,0.6,0.73,0.66,0.89,0.75,0.33,412,8,0.7,Medium,0.44066058002148223,0.47357669172932326,Medium Risk,Medium Risk
89,2022,0.69,0.41,0.85,0.75,0.96,0.82,322,2,0.69,Medium,0.47622807017543856,0.5138834586466166,Medium Risk,Medium Risk
1,2025,0.44,0.6,0.74,0.72,0.66,0.17,322,7,0.6,Medium,0.5301145721446473,0.5868706766917293,Medium Risk,Medium Risk
13,2024,0.95,0.95,0.76,0.89,0.61,0.63,66,15,0.87,High,0.41233977801646976,0.3244187969924812,Medium Risk,Low Risk
20,2021,0.65,0.75,0.64,0.75,0.36,0.05,318,13,0.66,Medium,0.5585947010383101,0.5400924812030076,Medium Risk,Medium Risk
27,2023,0.73,0.76,0.65,0.87,0.86,0.11,117,19,0.76,High,0.4458163265306122,0.43814285714285717,Medium Risk,Medium Risk
83,2022,0.91,0.7,0.9,0.75,0.39,0.04,485,18,0.78,High,0.4731954887218045,0.41030827067669173,Medium Risk,Medium Risk
9,2025,0.62,0.83,0.55,0.94,0.82,0.21,273,7,0.73,High,0.38739348370927323,0.42119924812030085,Medium Risk,Medium Risk
21,2022,0.48,0.67,0.52,0.76,0.7,0.95,83,7,0.6,Medium,0.6571213748657357,0.6678563909774435,Medium Risk,High Risk
10,2023,0.33,0.59,0.79,0.98,0.9,0.23,111,13,0.64,Medium,0.45250626566416036,0.5676639097744361,Medium Risk,Medium Risk
87,2023,0.95,0.91,0.89,0.76,0.65,0.46,243,12,0.87,High,0.37614393125671314,0.2915436090225564,Medium Risk,Low Risk
47,2023,0.39,0.93,0.88,0.77,0.66,0.37,339,15,0.71,High,0.4926118868600072,0.5063616541353383,Medium Risk,Medium Risk
12,2021,0.44,0.6,0.73,0.73,0.83,0.33,438,12,0.62,Medium,0.5551575366988901,0.6030721804511279,Medium Risk,Medium Risk
5,2024,0.46,0.77,0.72,0.63,0.64,0.7,160,19,0.63,Medium,0.6934353741496598,0.6621571428571428,High Risk,High Risk
60,2021,0.36,0.96,0.69,0.83,0.85,0.32,347,5,0.7,Medium,0.403342284282134,0.4573443609022557,Medium Risk,Medium Risk
80,2022,0.95,0.88,0.72,0.8,0.49,0.7,317,6,0.82,High,0.4393984962406015,0.35580751879699246,Medium Risk,Medium Risk
47,2023,0.33,0.77,0.78,0.76,0.75,0.55,352,1,0.64,Medium,0.47717866093805944,0.5436774436090226,Medium Risk,Medium Risk
94,2021,0.92,0.98,0.95,0.89,0.71,0.69,104,19,0.92,High,0.37527210884353746,0.2874285714285715,Medium Risk,Low Risk
81,2021,0.67,0.81,0.84,0.7,0.71,0.8,232,17,0.75,High,0.5667311134980307,0.5104308270676692,Medium Risk,Medium Risk
48,2025,0.55,0.96,0.77,0.84,0.32,0.17,151,2,0.72,High,0.4023165055495882,0.41375488721804504,Medium Risk,Medium Risk
95,2021,0.34,0.9,0.89,0.67,0.74,0.82,117,12,0.68,Medium,0.568218761188686,0.5701864661654136,Medium Risk,Medium Risk
75,2025,0.95,0.76,0.83,0.76,0.94,0.64,324,13,0.85,High,0.4030504833512353,0.3373353383458647,Medium Risk,Medium Risk
40,2021,0.97,0.89,0.93,0.67,0.49,0.29,184,13,0.85,High,0.41342463301109916,0.3118353383458647,Medium Risk,Low Risk
5,2024,0.84,0.77,0.8,0.82,0.71,0.93,446,15,0.8,High,0.5136663086287147,0.44773308270676704,Medium Risk,Medium Risk
3,2021,0.43,0.5,0.59,0.87,0.62,0.99,62,4,0.56,Medium,0.648000358037952,0.7072240601503759,Medium Risk,High Risk
41,2025,0.99,0.9,0.73,0.82,0.89,0.48,183,11,0.88,High,0.3410060866451844,0.26823759398496244,Medium Risk,Low Risk
62,2024,0.41,0.7,0.71,0.95,0.39,0.88,255,2,0.62,Medium,0.5577926960257786,0.6123548872180452,Medium Risk,Medium Risk
67,2023,0.56,0.54,0.78,0.92,0.3,0.63,161,5,0.63,Medium,0.5611994271392767,0.6032300751879699,Medium Risk,Medium Risk
24,2023,0.94,0.91,0.56,0.64,0.71,0.53,361,3,0.79,High,0.4454135338345865,0.3554037593984963,Medium Risk,Medium Risk
54,2023,0.95,0.64,0.95,0.75,0.82,0.48,52,19,0.83,High,0.44765306122448983,0.38457142857142856,Medium Risk,Medium Risk
28,2023,0.81,0.62,0.51,0.64,0.65,0.69,289,17,0.66,Medium,0.695642678123881,0.6191593984962405,High Risk,Medium Risk
13,2023,0.66,0.48,0.62,0.78,0.43,0.27,63,7,0.6,Medium,0.5878696741854637,0.6093563909774435,Medium Risk,Medium Risk
60,2024,0.8,0.93,0.61,0.92,0.83,0.36,76,7,0.82,High,0.3362370211242391,0.3185992481203007,Medium Risk,Low Risk
87,2025,0.65,0.81,0.82,0.92,0.33,0.3,182,4,0.73,High,0.4063336913712852,0.4206383458646616,Medium Risk,Medium Risk
64,2022,0.5,0.59,0.76,0.87,0.57,0.72,154,3,0.64,Medium,0.5278284998209811,0.580118045112782,Medium Risk,Medium Risk
100,2021,0.32,0.45,0.71,0.98,0.81,0.09,59,8,0.58,Medium,0.47151092015753665,0.6151481203007518,Medium Risk,Medium Risk
36,2025,0.73,0.89,0.7,0.69,0.66,0.55,466,15,0.75,High,0.5384622269960616,0.4700187969924812,Medium Risk,Medium Risk
79,2021,0.74,0.41,0.77,0.64,0.32,0.79,198,7,0.61,Medium,0.6920873612602936,0.6612849624060152,High Risk,High Risk
62,2022,0.65,0.93,0.7,0.71,0.54,0.71,50,9,0.73,High,0.5403562477622629,0.4861541353383459,Medium Risk,Medium Risk
52,2025,0.65,0.87,0.97,0.74,0.47,0.62,321,1,0.76,High,0.4080630146795561,0.39084887218045117,Medium Risk,Medium Risk
5,2022,0.62,0.44,0.99,0.94,0.42,0.9,256,14,0.68,Medium,0.5873720014321518,0.6119984962406015,Medium Risk,Medium Risk
47,2021,0.61,0.83,0.69,0.68,0.74,0.98,435,5,0.7,Medium,0.5535803795202291,0.5197015037593985,Medium Risk,Medium Risk
43,2024,0.79,0.93,0.74,0.75,0.48,0.6,178,15,0.78,High,0.5277139276763336,0.44376165413533836,Medium Risk,Medium Risk
51,2023,0.54,0.93,0.6,0.63,0.85,0.84,413,7,0.69,Medium,0.5602166129609738,0.5243421052631579,Medium Risk,Medium Risk
49,2022,0.66,0.9,0.71,0.68,0.5,0.51,416,1,0.72,High,0.4727568922305764,0.4403774436090226,Medium Risk,Medium Risk
14,2025,0.85,0.75,0.89,0.68,0.34,0.87,57,14,0.76,High,0.600093089867526,0.5023556390977444,Medium Risk,Medium Risk
26,2024,0.79,0.65,0.94,0.72,0.31,0.3,216,0,0.73,High,0.42700680272108843,0.41352857142857147,Medium Risk,Medium Risk
71,2022,0.33,0.93,0.91,0.87,0.54,0.07,303,4,0.7,Medium,0.35949695667740783,0.43266691729323314,Medium Risk,Medium Risk
95,2021,0.81,0.63,0.5,0.6,0.62,0.49,225,18,0.65,Medium,0.6954744002864305,0.6162368421052632,High Risk,Medium Risk
42,2023,0.51,0.74,0.65,0.67,0.59,0.23,454,3,0.63,Medium,0.5188489079842463,0.540218045112782,Medium Risk,Medium Risk
53,2024,0.41,0.8,0.88,0.64,0.63,0.07,52,1,0.66,Medium,0.42391335481561043,0.4711774436090226,Medium Risk,Medium Risk
16,2025,0.31,0.53,0.81,0.75,0.99,0.03,365,15,0.6,Medium,0.5154010025062655,0.6135616541353384,Medium Risk,Medium Risk
58,2024,0.88,0.89,0.59,0.88,0.5,0.3,478,4,0.79,High,0.38565341926244173,0.3450097744360902,Medium Risk,Medium Risk
84,2024,0.3,0.83,0.59,0.64,0.47,0.38,389,12,0.56,Medium,0.6817221625492303,0.6925436090225564,High Risk,High Risk
47,2024,0.98,0.83,0.66,0.73,0.61,0.63,199,15,0.8,High,0.5205030433225922,0.4128473684210527,Medium Risk,Medium Risk
91,2024,0.35,0.8,0.91,0.72,0.99,0.08,454,3,0.69,Medium,0.34201217329036876,0.4254751879699248,Medium Risk,Medium Risk
65,2024,0.64,0.89,0.98,0.97,0.94,0.51,72,15,0.85,High,0.31397243107769424,0.32793308270676697,Low Risk,Low Risk
22,2025,0.78,0.93,0.6,0.97,0.87,0.98,100,0,0.82,High,0.3530952380952381,0.33778571428571436,Medium Risk,Medium Risk
9,2022,0.37,0.47,0.65,0.85,0.86,0.9,392,14,0.57,Medium,0.6707393483709273,0.7351842105263158,High Risk,High Risk
81,2024,0.37,0.62,0.75,0.62,0.54,0.18,303,4,0.56,Medium,0.5758575008950949,0.6283383458646616,Medium Risk,Medium Risk
49,2022,0.35,0.68,0.81,0.64,0.97,0.98,258,4,0.63,Medium,0.5678983172216254,0.6078812030075188,Medium Risk,Medium Risk
38,2022,0.33,0.75,0.53,0.98,0.4,0.3,258,16,0.58,Medium,0.6232939491586107,0.6806248120300753,Medium Risk,High Risk
61,2023,0.47,0.79,0.64,0.69,0.48,0.49,96,6,0.62,Medium,0.59296992481203,0.5958218045112782,Medium Risk,Medium Risk
64,2023,0.5,0.62,0.73,0.99,0.42,0.36,339,19,0.64,Medium,0.5858843537414966,0.6252,Medium Risk,Medium Risk
29,2023,0.46,0.41,0.8,0.87,0.72,0.07,270,18,0.6,Medium,0.5567329036877908,0.6385225563909774,Medium Risk,Medium Risk
36,2024,0.63,0.6,0.55,0.66,0.32,0.47,345,18,0.58,Medium,0.7620050125313282,0.7163082706766917,High Risk,High Risk
47,2021,0.96,0.84,0.82,0.86,0.88,0.11,143,9,0.88,High,0.2555603293949159,0.22345413533834593,Low Risk,Low Risk
5,2022,0.71,0.9,0.54,0.88,0.67,0.38,285,0,0.75,High,0.37891156462585024,0.3803142857142857,Medium Risk,Medium Risk
26,2022,0.89,0.69,0.66,0.95,0.41,0.21,221,15,0.76,High,0.4744486215538847,0.44199022556390977,Medium Risk,Medium Risk
22,2022,0.8,0.85,0.53,0.69,0.49,0.55,346,10,0.71,High,0.5793716433941997,0.5016172932330827,Medium Risk,Medium Risk
85,2025,0.96,0.88,0.59,0.76,0.55,0.79,123,1,0.8,High,0.45180451127819554,0.36700601503759406,Medium Risk,Medium Risk
40,2022,0.58,0.56,0.69,0.8,0.54,0.24,190,11,0.63,Medium,0.5613462226996062,0.5907804511278195,Medium Risk,Medium Risk
9,2024,0.84,0.5,0.52,0.86,0.84,0.81,100,19,0.69,Medium,0.6300680272108844,0.5956571428571429,Medium Risk,Medium Risk
39,2022,0.9,0.68,0.7,0.78,0.98,0.85,406,5,0.8,High,0.4239885427855352,0.38703007518796995,Medium Risk,Medium Risk
26,2021,0.95,0.65,0.64,0.79,0.94,0.39,465,2,0.79,High,0.354391335481561,0.3363406015037594,Medium Risk,Medium Risk
19,2021,0.33,0.63,0.58,0.88,0.37,0.66,136,9,0.54,Medium,0.6782133906194057,0.733496992481203,High Risk,High Risk
67,2025,0.96,0.41,0.72,0.61,0.64,0.5,251,1,0.69,Medium,0.5203419262441819,0.48456315789473686,Medium Risk,Medium Risk
44,2022,0.77,0.87,0.77,0.84,0.44,0.29,441,11,0.77,High,0.43916935195130685,0.400909022556391,Medium Risk,Medium Risk
48,2022,0.79,0.95,0.69,0.96,0.94,0.93,55,8,0.85,High,0.36287146437522383,0.3316338345864663,Medium Risk,Medium Risk
74,2024,0.48,0.42,0.65,0.9,0.33,0.22,365,18,0.55,Medium,0.6834335839598998,0.736593984962406,High Risk,High Risk
83,2025,0.78,0.79,0.71,0.77,0.4,0.51,332,6,0.73,High,0.5003168635875402,0.4566218045112781,Medium Risk,Medium Risk
20,2022,0.53,0.83,0.54,0.97,0.31,0.96,273,13,0.65,Medium,0.6542409595417115,0.6392353383458647,Medium Risk,Medium Risk
47,2023,0.31,0.56,0.55,0.86,0.52,0.77,459,2,0.52,Medium,0.6471464375223774,0.7280977443609022,Medium Risk,High Risk
51,2024,0.82,0.72,0.9,0.91,0.45,0.72,444,13,0.79,High,0.4769620479770856,0.43827819548872177,Medium Risk,Medium Risk
86,2024,0.62,0.61,0.78,0.68,0.9,0.26,153,12,0.69,Medium,0.49532760472610093,0.5091436090225564,Medium Risk,Medium Risk
50,2025,0.31,0.84,0.54,0.85,0.86,0.13,379,17,0.62,Medium,0.5388739706408879,0.5962165413533835,Medium Risk,Medium Risk
5,2025,0.98,0.89,0.6,0.67,0.39,0.14,52,11,0.78,High,0.48961152882205516,0.3839661654135339,Medium Risk,Medium Risk
64,2025,0.82,0.76,0.84,0.61,0.52,0.64,121,5,0.75,High,0.5058592910848551,0.43877293233082715,Medium Risk,Medium Risk
68,2024,0.9,0.81,0.63,0.88,0.85,0.31,254,8,0.82,High,0.349266022198353,0.32194812030075187,Medium Risk,Low Risk
71,2024,0.54,0.46,0.75,0.91,0.46,0.27,367,0,0.61,Medium,0.4747959183673469,0.5612857142857143,Medium Risk,Medium Risk
17,2021,0.7,0.96,0.57,0.99,0.96,0.88,316,7,0.81,High,0.3836860007160759,0.37464210526315794,Medium Risk,Medium Risk
55,2025,0.99,0.51,0.88,0.74,0.42,0.42,196,6,0.75,High,0.46933046902971715,0.423278947368421,Medium Risk,Medium Risk
31,2022,0.68,1.0,0.7,0.85,0.56,0.39,363,19,0.78,High,0.4929591836734694,0.4395714285714286,Medium Risk,Medium Risk
92,2022,0.84,0.45,0.61,0.8,0.31,0.25,350,1,0.64,Medium,0.5305119942713928,0.534306015037594,Medium Risk,Medium Risk
